arrival_rate,service_rate,num_servers,simulation_time,utilization,customers_served,max_wait_time,avg_wait_time
2.1854305348131313,5.75357153204958,3,171,0.1266129813246985,377,0.04907354212842563,0.00013016854675974968
3.1939631788866647,1.7800932022121825,3,314,0.5980891290630957,1002,2.2478631115667156,0.16673248133476928
0.7613762547568976,5.330880728874676,4,459,0.035705931790637746,343,0.0,0.0
3.6863266000822046,1.1029224714790122,2,443,1.6711630669465205,1002,174.25524249542104,89.46344167625138
4.2459918836018975,2.061695553391381,4,376,0.5148664986711379,1609,1.1379373508552106,0.051462396193653955
3.2786667933247244,4.0582658024414044,5,335,0.1615796969903902,1157,0.139748118518213,0.0005256104144177948
0.6037809126863709,3.6238733012919457,2,287,0.08330601851768896,178,0.09942606678077937,0.0016260464303865718
2.148628294821613,3.28034992108518,3,463,0.21833324152512162,958,0.38351264337293856,0.005024519073941058
2.814054972861252,3.9620728443102124,3,406,0.23674938880392815,1175,0.47747355201903474,0.006348797913685588
3.5613839236450087,3.2524962598477147,2,487,0.5474847069942144,1758,2.089653457650236,0.15775456448137315
4.739907900581837,3.8164410892276965,2,364,0.6209853355211904,1761,1.5684388618674276,0.17427202246559037
0.5718481349909639,2.154469128110745,4,466,0.06635603726339047,292,0.0,0.0
3.574685834714562,4.049983288913104,3,305,0.29421403988672606,1062,0.2353821525546067,0.002623105633403331
2.2597727340795837,1.9111804389403115,4,101,0.2955990821218005,233,0.0,0.0
2.4132014352106013,2.039708314340944,4,409,0.29577776124209426,994,0.7122505110068573,0.0045584986847346425
0.6409098160500136,5.211423872974993,4,261,0.030745427337699166,159,0.0,0.0
2.278176062008165,5.6332943289689705,4,289,0.10110318798241838,653,0.0,0.0
1.9639864884346896,2.94338644844741,2,466,0.33362701820392315,901,1.0131328434605393,0.031403367000341784
4.229318791183682,2.7837666334679465,4,287,0.379819804248004,1188,0.591856494891772,0.011737101702720389
2.942132374212118,1.7046211248738132,5,164,0.345194874248659,489,0.20512051476168836,0.0014387826903253342
0.5703638303353726,3.117007403531848,1,235,0.18298443234016687,153,1.1468261681363714,0.07152782447142504
0.5248495270562108,5.0773071422741705,1,491,0.10337163231396045,242,0.8640813890258414,0.016632496579725663
3.780532256184443,4.856351733429729,5,330,0.15569433450054065,1215,0.012434889636409707,1.0234477067003874e-05
3.42984661475875,5.574798377718904,1,427,0.6152413741933703,1439,2.7601770224825373,0.30301194508588997
2.5225280336219154,1.4770505824520566,5,198,0.34156285012721205,495,0.5767840885610411,0.008638471421949996
3.160840044684772,2.373608964950321,3,326,0.4438866568951931,1056,0.9307933811621325,0.05726417911044446
1.0381741067223578,4.566223936114975,1,104,0.2273594377426997,111,0.5428764358188254,0.046953072096486886
3.025747389062733,4.854835899772805,3,492,0.2077480029897839,1533,0.4344018438731041,0.0036134101673656973
3.6979830035860433,1.5544541040591566,4,278,0.5947398179736338,1045,2.584515483414407,0.13271939962687812
0.6414313355903041,4.182052056318902,4,195,0.03834429407813855,104,0.0,0.0
3.6298223889175736,1.6966572720293784,5,242,0.42787927164287326,844,0.7797982522488418,0.01399791943172277
3.899980123443719,2.1439908274581123,3,342,0.6063427874001192,1232,1.6524120189406517,0.0853982369593148
1.2254957926430199,5.648488261712865,5,161,0.04339199218841598,194,0.0,0.0
3.3503169042969057,5.357302950938589,4,207,0.15634345000547042,686,0.012842270388574661,1.8720510770517e-05
1.3395652649871612,5.462794992449889,3,227,0.08173869889184139,328,0.02644108526492772,8.061306483209672e-05
4.133480698238282,5.480456499617466,1,484,0.7542219701090224,2008,4.193539342346639,0.7219256752932481
1.5257082314387376,3.1355389431312815,4,332,0.12164641064185772,451,0.0,0.0
1.8715156617111306,1.8232792657147088,3,236,0.3421519487631376,430,0.7298129623343925,0.017803597803334705
2.6817348711154243,4.462180164451352,2,271,0.30049603246411694,691,0.8743175928845233,0.024095695643755993
1.5985648501149838,1.8414552108646527,1,279,0.8680986866709508,457,8.244012556491086,1.884474677662124
2.136333210706823,5.858910413604804,4,367,0.0911574448103058,769,0.027033923496702528,3.515464693979522e-05
1.6330203312141387,3.4862425294619275,1,200,0.46841845265027554,316,2.327455653112448,0.2143320885821504
1.7817822246986044,1.184434736772664,1,101,1.504331280888964,133,33.647420464152034,17.723501802009544
2.7620556045298765,1.2573937562499466,5,323,0.43933025606353193,886,1.0337998963631563,0.016481392122959335
4.587196486849941,2.197809453334862,2,152,1.0435837556093694,652,9.393547529342126,2.6007074063791333
2.7025374212490334,5.928252270553004,4,302,0.1139685567478783,777,0.02478429183690878,3.189741549151709e-05
2.16344505227632,2.2107996913871295,5,471,0.19571606244606468,976,0.1519072304040492,0.0003798066809990175
4.925404134026794,2.9941222122227655,1,300,1.6450244128045428,916,107.155135113422,50.67160313606215
1.9435102923728111,1.9325925519992713,5,358,0.20112985433605707,677,0.0,0.0
3.159018244347088,4.387821809211412,3,445,0.23998378403572357,1412,0.35396673942341295,0.003992341982363599
2.8044187623467645,2.1324788759896895,4,227,0.32877450673986464,580,0.33469843225711315,0.005477685817030161
2.8298810773736607,5.18855052953664,3,250,0.18180293071986853,688,0.3349674823559212,0.0012525439155950339
2.9365158822240462,4.478921996725411,4,243,0.16390751415022214,752,0.22028370464505542,0.0016630350518497615
4.177499900905471,3.7760040579973118,4,468,0.27658205848970285,2017,0.39188864970586224,0.0022657000564105167
1.5883353090520327,1.4655138390294962,4,136,0.2709519464694841,235,0.11509885747349102,0.0004897823722276214
4.471863544352029,1.943535541706897,1,198,2.3008910557018396,368,120.47970950034403,57.31111466671837
3.651610234877471,5.233305711191529,4,251,0.17444090009248023,917,0.13657812801977798,0.0005427651892644736
2.3202865720498553,5.438850493804799,4,174,0.10665335325418537,397,0.0,0.0
4.7103574739942635,4.926703255569718,4,353,0.23902177732488392,1618,0.21657515493978963,0.000713141328295866
0.5413867322748334,1.5073577143301606,3,252,0.11972091453540933,152,0.05641478075165196,0.0003711498733661313
0.5227771273079841,1.8040402570874932,2,293,0.14489064899027645,162,0.5421359866749924,0.009234235118164631
3.6135283896171195,4.259806297513003,1,260,0.8482846724102927,957,4.687142800805418,1.021405006936563
0.5813391362698439,3.469468575917173,4,483,0.041889638394848674,276,0.0,0.0
3.84876735375453,4.604699621260647,1,275,0.8358346190453219,1092,3.494324620645756,0.8939236276862231
0.9215364552264161,2.8385790152971677,5,150,0.0649294206897349,133,0.0,0.0
4.51420949829701,4.1556931299863145,2,376,0.5431355681346803,1696,1.5875328754559632,0.07920782929173478
2.7618669189733644,3.8845194231317954,1,416,0.7109932061420043,1140,4.126707074549472,0.8094539655662779
2.7463702094813853,3.8600209960459155,1,116,0.7114910028454977,327,2.991211028679974,0.5346149665164776
4.975477298588035,3.349722569954715,5,105,0.2970680224813542,515,0.15281035793937292,0.001143413971004613
2.1657141511494995,1.0772830826443371,5,401,0.4020696483664184,852,1.5208103562090827,0.025482147004883896
4.849946685696513,5.818099885446264,1,215,0.8335963254650292,1033,4.080041686442211,0.9026433433211837
1.8250200143131357,2.9254886430096265,1,355,0.6238342502795114,651,3.884099394425192,0.4985511852426353
2.6837594342434206,2.8634343354702465,2,322,0.4686259784271744,863,3.005912461116793,0.11553589200523844
4.298959133268401,5.650084174054159,2,387,0.38043319363362044,1677,0.7800229513587738,0.0284975171356974
3.520145825708228,2.7932339064808196,3,485,0.4200800868055767,1696,1.2217195501260214,0.03287019758197275
1.9514784390737023,5.243348974623372,1,398,0.3721816816920671,764,1.699944867183092,0.09013468266441621
3.6900994860955336,3.764099884539539,2,346,0.49017023980315316,1329,1.4828252091771787,0.1310433886646878
2.389013854008244,2.2810347179722905,5,415,0.2094675574365603,994,0.04454230455687025,8.26192383599366e-05
2.80104079487422,3.507581473435998,5,119,0.1597135129197922,344,0.0,0.0
3.4248376884999434,4.509834386288517,4,470,0.18985385022744153,1592,0.22757154092965592,0.00042671007278519314
2.020978205831911,2.87791476319972,2,387,0.3511184958766724,812,1.3963257043104136,0.08229511360238297
3.102260634482783,1.1797113689837104,1,285,2.6296776618803777,324,178.15775976073928,90.44395380314141
2.9419008561840947,2.432706260641422,2,157,0.604655996447433,455,3.0683847728946603,0.3399998767823177
0.6372511247257224,1.186740943746072,3,200,0.17899192127367256,122,0.5413417079718954,0.00818893826116037
2.8500946702466194,4.849967765493054,4,207,0.14691307283136526,586,0.03643186755668637,7.024444343332127e-05
3.303007141185501,1.42673732496884,5,471,0.4630154525827154,1584,0.8932572971053219,0.037334200460686535
2.3510925727550536,4.49756105383597,4,243,0.13068708487847022,550,0.0723025818568317,0.000131459239739694
4.891334357581406,3.5815017415059764,3,244,0.4552405397337283,1217,0.7059329843462763,0.03275484446669438
2.2946940565015757,3.16760368790371,2,445,0.36221293485426237,1030,1.6764556666385602,0.045217873610164834
0.6140783453695589,5.813242073389626,1,495,0.10563440118561891,303,0.7176503063823247,0.029406386490972006
2.3402882498642144,1.8664716003542288,1,338,1.2538568759471411,600,86.84577142708358,42.46275387160667
1.626093041740679,3.7461333235306022,1,336,0.43407238912899715,563,1.9484446032009544,0.18840566120047425
1.7597025362567429,5.77432640331597,5,377,0.06094918829826504,666,0.0,0.0
3.785176924528183,1.2385806384582438,2,243,1.5280300720831075,601,83.07667024511329,33.42723030771916
1.2139090143912097,1.6008232390282109,5,319,0.15166059372402915,407,0.0,0.0
0.7070118890978874,1.2036440115948506,4,303,0.14684821306946969,247,0.3868926017442149,0.0018696507017117502
0.5772249582428761,4.816822115019555,5,138,0.02396704484655991,72,0.0,0.0
2.0583694449023033,3.323369064698057,5,122,0.12387245622323415,221,0.0,0.0
0.7162651588866518,5.7457286579569296,4,389,0.031165114188551928,278,0.0,0.0
1.6740213050377128,1.0765227014519239,3,195,0.5183421593679765,327,1.7402998381119938,0.11539326943892159
4.35420428534745,4.293468158094726,4,115,0.25353654231359646,516,0.21572741234390946,0.002654500811678138
0.8175593633019342,4.212096391031578,1,483,0.19409797103472912,369,1.0716393936546922,0.03797026045845186
3.3638161885070508,5.004746473411998,4,277,0.16803129820748747,932,0.16056080922416527,0.0004484226597618678
3.0801516875237,1.642501766169551,5,278,0.3750561187774996,815,0.6438119493684837,0.005770900878221542
4.192877640847799,4.129698350507864,1,267,1.015298766393474,1087,12.291823790027678,7.035828626285064
4.574077888802287,1.9789556739464822,5,111,0.46227188905960165,475,0.1776392918593217,0.0019863568098435506
0.9535010061984199,1.0911091282577488,3,341,0.2912941157776896,331,1.3130528453404224,0.023429619440313226
3.5735304803736057,1.3559432423011448,5,189,0.5270914546996874,695,1.232641912076133,0.07539407736046805
2.03281056258908,2.3034726411795154,4,413,0.2206245611786559,794,0.24758476004785734,0.0013636381950370552
3.635317244138678,4.144714233899419,5,475,0.17541943974837115,1728,0.04320192869411699,5.6357377280080315e-05
3.807819697117486,5.017404651924243,1,263,0.7589221841330129,975,2.695024426511633,0.584803562563485
1.2984779470087526,4.753073758204292,3,276,0.09106233236737572,338,0.0,0.0
3.792414898848381,1.638448647112328,1,195,2.3146376333077603,317,107.39955775345439,51.78829859551813
2.03361593113858,5.653786628017824,5,367,0.07193819169124008,713,0.0,0.0
2.4304731231875825,4.754355338957486,1,454,0.5112098170854276,1043,2.7032316341781666,0.2463012485771768
0.9640574097616967,5.512764533397833,4,467,0.043719326479535525,456,0.0,0.0
2.2532813879864158,2.488175872546554,3,276,0.30186523560601675,629,0.44433604652221703,0.004406086674916209
0.7406838353631601,5.792707484415992,3,175,0.042621625975752406,112,0.0,0.0
2.097073357082243,5.784004425632282,4,438,0.09064106814082357,922,0.0,0.0
2.7186154599731225,1.4164220559762981,5,198,0.38387081710603,517,0.4198426389214802,0.00466833836538329
3.2109841665550354,3.7685152617290036,5,152,0.1704111005819214,451,0.15209507753112916,0.00043668202551576455
4.062105696766318,4.9480907139727694,5,280,0.16418881267861385,1153,0.021425022108928715,1.858197927920964e-05
2.7248913711616165,1.2877938000832214,2,232,1.0579688188378935,575,31.038534698705774,14.523666870773425
3.8166600055595397,3.729578850824945,3,245,0.341116263454727,957,0.615803728927304,0.01970496897623601
4.858933747883607,4.440150050875195,2,352,0.5471587324989012,1685,1.2713947269629955,0.07725456084331803
4.273163436937933,3.1304573752347054,2,492,0.6825142343005954,2138,6.238018616300451,0.5630390857628337
4.198370266806603,4.531211135782481,5,128,0.18530896667570973,567,0.04437314893493749,0.0001518584232774994
0.8817697133833636,5.933197892505877,5,420,0.029723253104269865,351,0.0,0.0
4.461619858872876,2.183425968410394,1,400,2.043403313610437,907,188.606617726399,93.37142685807126
3.8902018336652375,2.881297927654579,3,463,0.4500520172208088,1827,1.0635877730936159,0.03224782319392154
3.0128191238111226,3.1211100462348815,2,118,0.4826518577013338,362,1.1333810565474778,0.060862849142052235
1.000388670377681,3.4631255214542955,5,341,0.05777374595175404,322,0.0,0.0
2.608972888973568,1.2815163784091868,4,416,0.5089620649663921,1144,2.483119208814813,0.1425278922403887
4.202556583445119,4.72105828471649,3,447,0.29672418978954224,1896,0.37850066163844076,0.006007440252642989
4.829776468135439,2.8743528976185204,1,411,1.6803004502811885,1162,163.80301302430644,80.85545985618528
2.8776655458374414,3.1816791580327797,2,143,0.4522243448985427,386,1.1969785660947565,0.07822013791243536
4.900553009394219,3.7800251932129227,5,179,0.25928679090251655,962,0.11912457871571291,0.00034074099731689706
2.874654990888349,5.964823980596502,5,263,0.09638691771088521,725,0.0,0.0
2.9923442798059434,5.846512678095495,2,146,0.2559084743814069,423,0.4164993428654178,0.0114029773616815
3.332293871608681,4.478743444923086,1,472,0.7440242810482991,1536,3.8399220500477895,0.5701257635794595
3.636162751387167,2.9210091568960994,1,111,1.2448310005474268,314,21.612583810729532,11.407837436322968
4.814160833335308,1.289319488788537,4,255,0.9334693369637113,1202,4.926783114527492,1.4278664401306835
2.0104702915863344,1.8483995194778275,4,189,0.27192041958470803,381,0.43310286779939133,0.006076962185308358
2.2472077279544247,2.146973728524748,4,319,0.2616715447070876,737,0.43469039954118216,0.004953307171161692
2.121552928423707,2.2997493142713132,3,244,0.30750495503404196,497,0.6632012253724611,0.012546008215015987
1.7589357822602558,3.0560336043609313,5,319,0.11511233251822042,565,0.0,0.0
1.7193093913180846,1.6659256261187485,3,352,0.3440148356289888,594,1.0516821229904423,0.02366748395639437
4.732393222109225,3.083195288692396,5,402,0.306979790703836,1893,0.18265896156425754,0.0010642968936467056
4.636294483260018,1.4137421001765307,2,350,1.6397242759768895,952,145.0992546531684,75.43760358617267
0.7034840154778523,1.1318348724862601,1,473,0.6215429764348352,340,7.115689956700464,1.1138049450911554
4.147489988518248,5.936380646574722,1,366,0.698656342212715,1467,3.8867215780222297,0.5135435571556022
3.173588219084608,2.9044542831551077,3,382,0.36422082655255755,1231,0.8826209849219993,0.02674592299968601
3.0608666112458645,1.3175591479500066,1,198,2.3231341196395427,245,120.01302879097987,55.234858835470604
1.1023345346028495,1.0683598241349865,4,296,0.2579502031292152,308,0.030295638847903206,9.836246379189353e-05
4.998729529787588,5.983184185369527,5,122,0.1670926174063238,595,0.02669333165194132,4.7768952882977697e-05
3.9604433683122973,5.72382864941214,2,182,0.34596103507737347,744,1.5507358971842393,0.03749886459676681
1.6130664578443894,3.2527206765504677,1,150,0.4959129966102891,232,1.5222019046673836,0.17990666406983896
1.7362930866165895,2.0361382450402825,1,468,0.8527383103018327,785,14.35222418909322,3.2088999271924985
3.9064960947750293,1.2344823389560995,2,349,1.5822405762720075,826,135.04147298407713,64.52510794059567
2.84138465406707,4.861591958678197,3,405,0.19481853394373894,1158,0.19929533389137077,0.0019188299585075135
4.334816751433431,3.759534193872428,5,321,0.23060392739603977,1387,0.19210169549708667,0.0006747634108943359
4.063180277613348,3.9497794856881803,5,440,0.20574213281202508,1838,0.02381231324915234,1.8938766586694517e-05
3.3771261063840905,5.02522333759681,4,325,0.16800875699979928,1123,0.10274798802191754,0.0003391022394665812
2.077644014629686,3.9495884342731653,3,407,0.17534687889676542,862,0.33343504816875225,0.0018538611435163575
2.963508381046002,3.254552237080522,4,129,0.22764332580696264,348,0.059426808753812566,0.00017076669182130048
3.2993901510254307,5.311818543733726,5,384,0.12422827036957701,1243,0.0,0.0
